error,count
"JavaParserClassDeclaration{wrappedNode=/**  * @author Julio Vilmar Gesser  */ public final class CatchClause extends Node {      private MultiTypeParameter except;      private BlockStmt catchBlock;      public CatchClause() {     }      public CatchClause(final MultiTypeParameter except, final BlockStmt catchBlock) {         setExcept(except);         setCatchBlock(catchBlock);     }      public CatchClause(int exceptModifier, List&lt;AnnotationExpr&gt; exceptAnnotations, List&lt;Type&gt; exceptTypes, VariableDeclaratorId exceptId, BlockStmt catchBlock) {         this(new MultiTypeParameter(exceptModifier, exceptAnnotations, exceptTypes, exceptId), catchBlock);     }      public CatchClause(final int beginLine, final int beginColumn, final int endLine, final int endColumn, final int exceptModifier, final List&lt;AnnotationExpr&gt; exceptAnnotations, final List&lt;Type&gt; exceptTypes, final VariableDeclaratorId exceptId, final BlockStmt catchBlock) {         super(beginLine, beginColumn, endLine, endColumn);         setExcept(new MultiTypeParameter(beginLine, beginColumn, endLine, endColumn, exceptModifier, exceptAnnotations, exceptTypes, exceptId));         setCatchBlock(catchBlock);     }      @Override     public &lt;R, A&gt; R accept(final GenericVisitor&lt;R, A&gt; v, final A arg) {         return v.visit(this, arg);     }      @Override     public &lt;A&gt; void accept(final VoidVisitor&lt;A&gt; v, final A arg) {         v.visit(this, arg);     }      public BlockStmt getCatchBlock() {         return catchBlock;     }      public MultiTypeParameter getExcept() {         return except;     }      public void setCatchBlock(final BlockStmt catchBlock) {         this.catchBlock = catchBlock;         setAsParentNodeOf(this.catchBlock);     }      public void setExcept(final MultiTypeParameter except) {         this.except = except;         setAsParentNodeOf(this.except);     } }} is not a class",1
JavaParserClassDeclaration{wrappedNode=class SuperClass {      protected String field;      protected String method() {         return field;     } }} is not a class,2
ReflectionClassDeclaration{clazz=java.lang.Object} is not a class,5
JavaParserClassDeclaration{wrappedNode=class Node { }} is not a class,1
"Unexpected exception, expected&lt;com.github.javaparser.symbolsolver.model.declarations.MethodAmbiguityException&gt; but was&lt;java.lang.UnsupportedOperationException&gt;",2
JavaParserClassDeclaration{wrappedNode=class Super {      protected boolean k;      public static char m; }} is not a class,8
JavaParserClassDeclaration{wrappedNode=class ReferencesToField {      int i;      public void method1() {         i = 2;     } }} is not a class,1
"JavaParserClassDeclaration{wrappedNode=/**  * &lt;p&gt;  * This class represents the entire compilation unit. Each java file denotes a  * compilation unit.  * &lt;/p&gt;  * The CompilationUnit is constructed following the syntax:&lt;br&gt;  * &lt;pre&gt;  * {@code  * CompilationUnit ::=  ( }{@link PackageDeclaration}{@code )?  *                      ( }{@link ImportDeclaration}{@code )*  *                      ( }{@link TypeDeclaration}{@code )*  * }  * &lt;/pre&gt;  * @author Julio Vilmar Gesser  */ public final class CompilationUnit extends Node {      private PackageDeclaration pakage;      private List&lt;ImportDeclaration&gt; imports;      private List&lt;TypeDeclaration&gt; types;      public CompilationUnit() {     }      public CompilationUnit(PackageDeclaration pakage, List&lt;ImportDeclaration&gt; imports, List&lt;TypeDeclaration&gt; types) {         setPackage(pakage);         setImports(imports);         setTypes(types);     }      public CompilationUnit(int beginLine, int beginColumn, int endLine, int endColumn, PackageDeclaration pakage, List&lt;ImportDeclaration&gt; imports, List&lt;TypeDeclaration&gt; types) {         super(beginLine, beginColumn, endLine, endColumn);         setPackage(pakage);         setImports(imports);         setTypes(types);     }      @Override     public &lt;R, A&gt; R accept(GenericVisitor&lt;R, A&gt; v, A arg) {         return v.visit(this, arg);     }      @Override     public &lt;A&gt; void accept(VoidVisitor&lt;A&gt; v, A arg) {         v.visit(this, arg);     }      /**      * Return a list containing all comments declared in this compilation unit.      * Including javadocs, line comments and block comments of all types,      * inner-classes and other members.&lt;br&gt;      * If there is no comment, &lt;code&gt;null&lt;/code&gt; is returned.      *       * @return list with all comments of this compilation unit or      *         &lt;code&gt;null&lt;/code&gt;      * @see JavadocComment      * @see com.github.javaparser.ast.comments.LineComment      * @see com.github.javaparser.ast.comments.BlockComment      */     public List&lt;Comment&gt; getComments() {         return this.getAllContainedComments();     }      /**      * Retrieves the list of imports declared in this compilation unit or      * &lt;code&gt;null&lt;/code&gt; if there is no import.      *       * @return the list of imports or &lt;code&gt;null&lt;/code&gt; if there is no import      */     public List&lt;ImportDeclaration&gt; getImports() {         return imports;     }      /**      * Retrieves the package declaration of this compilation unit.&lt;br&gt;      * If this compilation unit has no package declaration (default package),      * &lt;code&gt;null&lt;/code&gt; is returned.      *       * @return the package declaration or &lt;code&gt;null&lt;/code&gt;      */     public PackageDeclaration getPackage() {         return pakage;     }      /**      * Return the list of types declared in this compilation unit.&lt;br&gt;      * If there is no types declared, &lt;code&gt;null&lt;/code&gt; is returned.      *       * @return the list of types or &lt;code&gt;null&lt;/code&gt; null if there is no type      * @see AnnotationDeclaration      * @see ClassOrInterfaceDeclaration      * @see EmptyTypeDeclaration      * @see EnumDeclaration      */     public List&lt;TypeDeclaration&gt; getTypes() {         return types;     }      /**      * Sets the list of comments of this compilation unit.      *       * @param comments      *            the list of comments      */     public void setComments(List&lt;Comment&gt; comments) {         throw new RuntimeException(&quot;Not implemented!&quot;);     }      /**      * Sets the list of imports of this compilation unit. The list is initially      * &lt;code&gt;null&lt;/code&gt;.      *       * @param imports      *            the list of imports      */     public void setImports(List&lt;ImportDeclaration&gt; imports) {         this.imports = imports;         setAsParentNodeOf(this.imports);     }      /**      * Sets or clear the package declarations of this compilation unit.      *       * @param pakage      *            the pakage declaration to set or &lt;code&gt;null&lt;/code&gt; to default      *            package      */     public void setPackage(PackageDeclaration pakage) {         this.pakage = pakage;         setAsParentNodeOf(this.pakage);     }      /**      * Sets the list of types declared in this compilation unit.      *       * @param types      *            the lis of types      */     public void setTypes(List&lt;TypeDeclaration&gt; types) {         this.types = types;         setAsParentNodeOf(this.types);     } }} is not a class",1
"Unexpected exception, expected&lt;com.github.javaparser.symbolsolver.model.resolution.UnsolvedSymbolException&gt; but was&lt;java.lang.UnsupportedOperationException&gt;",1
"JavaParserClassDeclaration{wrappedNode=/**  * Abstract class for all nodes of the AST.  *  * Each Node can have one associated comment which describe it and  * a number of &quot;orphan comments&quot; which it contains but are not specifically  * associated to any element.  *   * @author Julio Vilmar Gesser  */ public abstract class Node implements Cloneable {      private int beginLine;      private int beginColumn;      private int endLine;      private int endColumn;      private Node parentNode;      private List&lt;Node&gt; childrenNodes = new LinkedList&lt;Node&gt;();      private List&lt;Comment&gt; orphanComments = new LinkedList&lt;Comment&gt;();      /**      * This attribute can store additional information from semantic analysis.      */     private Object data;      private Comment comment;      public Node() {     }      public Node(final int beginLine, final int beginColumn, final int endLine, final int endColumn) {         this.beginLine = beginLine;         this.beginColumn = beginColumn;         this.endLine = endLine;         this.endColumn = endColumn;     }      /**      * Accept method for visitor support.      *       * @param &lt;R&gt;      *            the type the return value of the visitor      * @param &lt;A&gt;      *            the type the argument passed to the visitor      * @param v      *            the visitor implementation      * @param arg      *            the argument passed to the visitor      * @return the result of the visit      */     public abstract &lt;R, A&gt; R accept(GenericVisitor&lt;R, A&gt; v, A arg);      /**      * Accept method for visitor support.      *       * @param &lt;A&gt;      *            the type the argument passed for the visitor      * @param v      *            the visitor implementation      * @param arg      *            any value relevant for the visitor      */     public abstract &lt;A&gt; void accept(VoidVisitor&lt;A&gt; v, A arg);      /**      * Return the begin column of this node.      *       * @return the begin column of this node      */     public final int getBeginColumn() {         return beginColumn;     }      /**      * Return the begin line of this node.      *       * @return the begin line of this node      */     public final int getBeginLine() {         return beginLine;     }      /**      * This is a comment associated with this node.      *      * @return comment property      */     public final Comment getComment() {         return comment;     }      /**      * Use this to retrieve additional information associated to this node.      *      * @return data property      */     public final Object getData() {         return data;     }      /**      * Return the end column of this node.      *       * @return the end column of this node      */     public final int getEndColumn() {         return endColumn;     }      /**      * Return the end line of this node.      *       * @return the end line of this node      */     public final int getEndLine() {         return endLine;     }      /**      * Sets the begin column of this node.      *       * @param beginColumn      *            the begin column of this node      */     public final void setBeginColumn(final int beginColumn) {         this.beginColumn = beginColumn;     }      /**      * Sets the begin line of this node.      *       * @param beginLine      *            the begin line of this node      */     public final void setBeginLine(final int beginLine) {         this.beginLine = beginLine;     }      /**      * Use this to store additional information to this node.      *      * @param comment to be set      */     public final void setComment(final Comment comment) {         if (comment != null &amp;&amp; (this instanceof Comment)) {             throw new RuntimeException(&quot;A comment can not be commented&quot;);         }         if (this.comment != null) {             this.comment.setCommentedNode(null);         }         this.comment = comment;         if (comment != null) {             this.comment.setCommentedNode(this);         }     }      /**      * Use this to store additional information to this node.      *      * @param data to be set      */     public final void setData(final Object data) {         this.data = data;     }      /**      * Sets the end column of this node.      *       * @param endColumn      *            the end column of this node      */     public final void setEndColumn(final int endColumn) {         this.endColumn = endColumn;     }      /**      * Sets the end line of this node.      *       * @param endLine      *            the end line of this node      */     public final void setEndLine(final int endLine) {         this.endLine = endLine;     }      /**      * Return the String representation of this node.      *       * @return the String representation of this node      */     @Override     public final String toString() {         final DumpVisitor visitor = new DumpVisitor();         accept(visitor, null);         return visitor.getSource();     }      public final String toStringWithoutComments() {         final DumpVisitor visitor = new DumpVisitor(false);         accept(visitor, null);         return visitor.getSource();     }      @Override     public final int hashCode() {         return toString().hashCode();     }      @Override     public boolean equals(final Object obj) {         if (obj == null || !(obj instanceof Node)) {             return false;         }         return EqualsVisitor.equals(this, (Node) obj);     }      @Override     public Node clone() {         return this.accept(new CloneVisitor(), null);     }      public Node getParentNode() {         return parentNode;     }      public List&lt;Node&gt; getChildrenNodes() {         return childrenNodes;     }      public boolean contains(Node other) {         if (getBeginLine() &gt; other.getBeginLine())             return false;         if (getBeginLine() == other.getBeginLine() &amp;&amp; getBeginColumn() &gt; other.getBeginColumn())             return false;         if (getEndLine() &lt; other.getEndLine())             return false;         if (getEndLine() == other.getEndLine() &amp;&amp; getEndColumn() &lt; other.getEndColumn())             return false;         return true;     }      public void addOrphanComment(Comment comment) {         orphanComments.add(comment);         comment.setParentNode(this);     }      /**      * This is a list of Comment which are inside the node and are not associated      * with any meaningful AST Node.      *      * For example, comments at the end of methods (immediately before the parenthesis)      * or at the end of CompilationUnit are orphan comments.      *      * When more than one comments preceed a statement, the one immediately preceeding it      * it is associated with the statements, while the others are &quot;orphan&quot;.      * @return all comments that cannot be attributed to a concept      */     public List&lt;Comment&gt; getOrphanComments() {         return orphanComments;     }      /**      * This is the list of Comment which are contained in the Node either because      * they are properly associated to one of its children or because they are floating      * around inside the Node      * @return all Comments within the node as a list      */     public List&lt;Comment&gt; getAllContainedComments() {         List&lt;Comment&gt; comments = new LinkedList&lt;Comment&gt;();         comments.addAll(getOrphanComments());         for (Node child : getChildrenNodes()) {             if (child.getComment() != null) {                 comments.add(child.getComment());             }             comments.addAll(child.getAllContainedComments());         }         return comments;     }      /**      * Assign a new parent to this node, removing it      * from the list of children of the previous parent, if any.      *      * @param parentNode node to be set as parent      */     public void setParentNode(Node parentNode) {         // remove from old parent, if any         if (this.parentNode != null) {             this.parentNode.childrenNodes.remove(this);         }         this.parentNode = parentNode;         // add to new parent, if any         if (this.parentNode != null) {             this.parentNode.childrenNodes.add(this);         }     }      protected void setAsParentNodeOf(List&lt;? extends Node&gt; childNodes) {         if (childNodes != null) {             Iterator&lt;? extends Node&gt; it = childNodes.iterator();             while (it.hasNext()) {                 Node current = it.next();                 current.setParentNode(this);             }         }     }      protected void setAsParentNodeOf(Node childNode) {         if (childNode != null) {             childNode.setParentNode(this);         }     }      public static final int ABSOLUTE_BEGIN_LINE = -1;      public static final int ABSOLUTE_END_LINE = -2;      public boolean isPositionedAfter(int line, int column) {         if (line == ABSOLUTE_BEGIN_LINE)             return true;         if (getBeginLine() &gt; line) {             return true;         } else if (getBeginLine() == line) {             return getBeginColumn() &gt; column;         } else {             return false;         }     }      public boolean isPositionedBefore(int line, int column) {         if (line == ABSOLUTE_END_LINE)             return true;         if (getEndLine() &lt; line) {             return true;         } else if (getEndLine() == line) {             return getEndColumn() &lt; column;         } else {             return false;         }     }      public boolean hasComment() {         return comment != null;     } }} is not a class",4
JavassistClassDeclaration {com.github.javaparser.ast.CompilationUnit} is not a class,1
Unsolved symbol : T,22
Unsolved symbol : A,30
"Error calculating the type of parameter arg of method call javadocComment.accept(this, arg)",4
No type named &#x27;Generics&#x27;found,8
No type named &#x27;MethodCalls&#x27;found,4
No type named &#x27;MyClass&#x27;found,10
Unsolved symbol : com.github.javaparser.ast.body.ConstructorDeclaration,48
Unsolved symbol : com.github.javaparser.ast.nodeTypes.NodeWithAnnotations,16
"Unexpected exception, expected&lt;java.lang.UnsupportedOperationException&gt; but was&lt;com.github.javaparser.symbolsolver.javaparsermodel.UnsolvedSymbolException&gt;",12
No type named &#x27;QualifiedNameTest&#x27;found,2
No type named &#x27;Foo&#x27;found,10
No type found,16
No type named &#x27;SomeCollection&#x27;found,12
com.github.javaparser.ast.body.ClassOrInterfaceDeclaration cannot be cast to com.github.javaparser.ast.nodeTypes.NodeWithName,124
No type named &#x27;AccessClassMemberThroughThis&#x27;found,4
No type named &#x27;LocalVariableInParent&#x27;found,10
Unsolved symbol : com.github.javaparser.ast.Modifier,16
No type named &#x27;Agenda&#x27;found,16
No type named &#x27;ClassExpression&#x27;found,2
No type named &#x27;TypeParamOnReturnType&#x27;found,8
No type named &#x27;ClassCast&#x27;found,4
No type named &#x27;ElementOfList&#x27;found,4
No type named &#x27;VoidVisitorAdapter&#x27;found,4
No type named &#x27;A&#x27;found,72
"Unexpected exception, expected&lt;com.github.javaparser.symbolsolver.model.declarations.MethodAmbiguityException&gt; but was&lt;java.lang.IllegalStateException&gt;",4
No type named &#x27;Navigator&#x27;found,34
No type named &#x27;ReferencesToField&#x27;found,2
No type named &#x27;ArrayAccess&#x27;found,2
No type named &#x27;OverloadedMethods&#x27;found,6
No type named &#x27;ReferenceToParameter&#x27;found,2
No type named &#x27;ReferencesToFieldExtendingClass&#x27;found,2
No type named &#x27;CA&#x27;found,4
Unsolved symbol : com.github.javaparser.ast.CompilationUnit,26
"Unexpected exception, expected&lt;com.github.javaparser.symbolsolver.model.resolution.UnsolvedSymbolException&gt; but was&lt;com.github.javaparser.symbolsolver.javaparsermodel.UnsolvedSymbolException&gt;",3
No type named &#x27;CB&#x27;found,2
Unsolved symbol : Assert,10
Unsolved symbol : System,28
No type named &#x27;SwitchOnEnum&#x27;found,2
No method with given name,65
No field with given name,9
com.github.javaparser.ast.body.EnumDeclaration cannot be cast to com.github.javaparser.ast.nodeTypes.NodeWithName,8
Unsolved symbol : Super,22
"Unexpected exception, expected&lt;com.github.javaparser.symbolsolver.model.declarations.MethodAmbiguityException&gt; but was&lt;com.github.javaparser.symbolsolver.javaparsermodel.UnsolvedSymbolException&gt;",2
Unsolved symbol : BlockStmt,2
Unsolved symbol : List,8
Unsolved symbol : NodeWithJavaDoc,24
Unsolved symbol : EnumSet,3
Unsolved symbol : DocumentableNode,4
"Unexpected exception, expected&lt;com.github.javaparser.symbolsolver.model.resolution.UnsolvedSymbolException&gt; but was&lt;java.lang.ClassCastException&gt;",2
Unsolved symbol : CA,1
"Unable to calculate the type of a parameter of a method call. Method call: foo(a), Parameter: a",2
Issur calculating the type of the scope of MethodCallExprContext{wrapped=persons.stream().map( p -&gt; p.toLowerCase())},3
Unsolved symbol in Solving EnumSet : EnumSet,1
"Unexpected exception, expected&lt;com.github.javaparser.symbolsolver.model.declarations.MethodAmbiguityException&gt; but was&lt;java.lang.ClassCastException&gt;",2
Unsolved symbol : CompilationUnit,3
Issur calculating the type of the scope of MethodCallExprContext{wrapped=cu.getTypes()},1
Unsolved symbol : Stream,1
Unsolved symbol : NameExpr,1
Error calculating the type of parameter in of method call streamToString(in),1
Unsolved symbol : ReferenceType,1
Unsolved symbol : VoidType,1
Unsolved symbol : ArrayInitializerExpr,1
Unsolved symbol : Integer,1
Unsolved symbol : NullLiteralExpr,1
Unsolved symbol : TypeExpr,1
Unsolved symbol : UnaryExpr,1
Unsolved symbol : ConditionalExpr,1
com.github.javaparser.Position cannot be cast to com.github.javaparser.ast.Node,1
com.github.javaparser.ast.type.PrimitiveType cannot be cast to com.github.javaparser.ast.type.ArrayType,6
"ArrayTypeUsage{ReferenceType{java.lang.Object, typeParametersMap=TypeParametersMap{nameToValue={}}}} is not a Reference Type",1
java.lang.String java.lang.String[],1
String index out of range: 4,1
TypeParameter,1
ArrayCreationExpr,1
ArrayCreationLevel,1
LongLiteralExpr,1
EmptyMemberDeclaration,1
InitializerDeclaration,1
NormalAnnotationExpr,1
ArrayInitializerExpr,1
EnumDeclaration,1
EnumConstantDeclaration,1
Unable to get list value for MEMBERS from m(1) {      @Override     void mm() {     } }  (class: EnumConstantDeclaration),1
ArrayAccessExpr,1
SuperExpr,1
LocalClassDeclarationStmt,1
ExplicitConstructorInvocationStmt,1
AssertStmt,1
LabeledStmt,1
EmptyStmt,1
SwitchStmt,1
SwitchEntryStmt,1
BreakStmt,1
com.github.javaparser.ast.type.ClassOrInterfaceType cannot be cast to com.github.javaparser.ast.NodeList,1
ConditionalExpr,2
ContinueStmt,1
DoStmt,1
TryStmt,1
CatchClause,1
UnionType,1
com.github.javaparser.ast.NodeList cannot be cast to com.github.javaparser.ast.Node,1
"The CSM should include support for these classes: AnnotationExpr, BlockComment, BodyDeclaration, CallableDeclaration, Comment, Expression, IntersectionType, JavadocComment, LineComment, LiteralExpr, LiteralStringValueExpr, MemberValuePair, Node, ReferenceType, SingleMemberAnnotationExpr, Statement, TypeDeclaration, Type",9
"The CSM should include support for these classes: BlockComment, JavadocComment, LineComment",9
"The CSM should include support for these classes: ModuleDeclaration, ModuleExportsStmt, ModuleOpensStmt, ModuleProvidesStmt, ModuleRequiresStmt, ModuleUsesStmt",9
"Unable to get value for NAME from provides X.Y with Z1.Z2, Z3.Z4;  (ModuleProvidesStmt)",1
"(line 1,col 10) Parse error. Found &quot;@&quot;, expected one of  &quot;boolean&quot; &quot;byte&quot; &quot;char&quot; &quot;double&quot; &quot;exports&quot; &quot;float&quot; &quot;int&quot; &quot;long&quot; &quot;module&quot; &quot;open&quot; &quot;opens&quot; &quot;provides&quot; &quot;requires&quot; &quot;short&quot; &quot;to&quot; &quot;transitive&quot; &quot;uses&quot; &quot;void&quot; &quot;with&quot; &lt;IDENTIFIER&gt; Problem stacktrace :    com.github.javaparser.GeneratedJavaParser.generateParseException(GeneratedJavaParser.java:9945)   com.github.javaparser.GeneratedJavaParser.jj_consume_token(GeneratedJavaParser.java:9801)   com.github.javaparser.GeneratedJavaParser.ResultType(GeneratedJavaParser.java:2142)   com.github.javaparser.GeneratedJavaParser.MethodDeclaration(GeneratedJavaParser.java:1294)   com.github.javaparser.GeneratedJavaParser.ClassOrInterfaceBodyDeclaration(GeneratedJavaParser.java:1033)   com.github.javaparser.ParseStart.lambda$static$0(ParseStart.java:54)   com.github.javaparser.JavaParser.parse(JavaParser.java:103)   com.github.javaparser.JavaParser.simplifiedParse(JavaParser.java:362)   com.github.javaparser.JavaParser.parseClassBodyDeclaration(JavaParser.java:424)   com.github.javaparser.ast.body.MethodDeclarationTest.annotationsAllowedAfterGenericsAndBeforeReturnType(MethodDeclarationTest.java:9)   sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)   sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)   sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)   java.lang.reflect.Method.invoke(Method.java:498)   org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)   org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)   org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)   org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)   org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)   org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)   org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)   org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)   org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)   org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)   org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)   org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)   org.junit.runners.ParentRunner.run(ParentRunner.java:363)   org.apache.maven.surefire.junit4.JUnit4Provider.execute(JUnit4Provider.java:252)   org.apache.maven.surefire.junit4.JUnit4Provider.executeTestSet(JUnit4Provider.java:141)   org.apache.maven.surefire.junit4.JUnit4Provider.invoke(JUnit4Provider.java:112)   sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)   sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)   sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)   java.lang.reflect.Method.invoke(Method.java:498)   org.apache.maven.surefire.util.ReflectionUtils.invokeMethodWithArray(ReflectionUtils.java:189)   org.apache.maven.surefire.booter.ProviderFactory$ProviderProxy.invoke(ProviderFactory.java:165)   org.apache.maven.surefire.booter.ProviderFactory.invokeProvider(ProviderFactory.java:85)   org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:115)   org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:75) ",1
"NodeText: NodeText{[ChildTextElement{package org.javaparser.lexicalpreservation.examples;  }, ChildTextElement{// Hey, this is a comment }, TokenTextElement(3) { }, TokenTextElement(3) { }, ChildTextElement{// Another one }, TokenTextElement(3) { }, ChildTextElement{class A { }}]}. Difference: Difference{[Added{child(PackageDeclaration)}, Kept{child(ClassOrInterfaceDeclaration)}, Kept{token( )}]} ChildTextElement{class A { }}",1
Override,1
"(line 1,col 1) Modules are not supported. ",4
"(line 0,col 0) Parse error. Found &quot;int&quot;, expected one of  &quot;exports&quot; &quot;module&quot; &quot;open&quot; &quot;opens&quot; &quot;provides&quot; &quot;requires&quot; &quot;to&quot; &quot;transitive&quot; &quot;uses&quot; &quot;with&quot; &lt;IDENTIFIER&gt; Problem stacktrace :    com.github.javaparser.GeneratedJavaParser.generateParseException(GeneratedJavaParser.java:9874)   com.github.javaparser.GeneratedJavaParser.jj_consume_token(GeneratedJavaParser.java:9730)   com.github.javaparser.GeneratedJavaParser.Identifier(GeneratedJavaParser.java:2060)   com.github.javaparser.GeneratedJavaParser.SimpleName(GeneratedJavaParser.java:2007)   com.github.javaparser.GeneratedJavaParser.ClassOrInterfaceType(GeneratedJavaParser.java:1739)   com.github.javaparser.JavaParser.parse(JavaParser.java:123)   com.github.javaparser.JavaParser.simplifiedParse(JavaParser.java:386)   com.github.javaparser.JavaParser.parseClassOrInterfaceType(JavaParser.java:474)   com.github.javaparser.ast.nodeTypes.NodeWithMembers.addField(NodeWithMembers.java:91)   com.github.javaparser.ast.nodeTypes.NodeWithMembers.addField(NodeWithMembers.java:79)   com.github.javaparser.ast.nodeTypes.NodeWithMembers.addPrivateField(NodeWithMembers.java:120)   com.github.javaparser.builders.FieldDeclarationBuildersTest.testCreateGetterInEnum(FieldDeclarationBuildersTest.java:95)   sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)   sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)   sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)   java.lang.reflect.Method.invoke(Method.java:498)   org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)   org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)   org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)   org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)   org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)   org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)   org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)   org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)   org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)   org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)   org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)   org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)   org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)   org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)   org.junit.runners.ParentRunner.run(ParentRunner.java:363)   org.apache.maven.surefire.junit4.JUnit4Provider.execute(JUnit4Provider.java:252)   org.apache.maven.surefire.junit4.JUnit4Provider.executeTestSet(JUnit4Provider.java:141)   org.apache.maven.surefire.junit4.JUnit4Provider.invoke(JUnit4Provider.java:112)   sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)   sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)   sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)   java.lang.reflect.Method.invoke(Method.java:498)   org.apache.maven.surefire.util.ReflectionUtils.invokeMethodWithArray(ReflectionUtils.java:189)   org.apache.maven.surefire.booter.ProviderFactory$ProviderProxy.invoke(ProviderFactory.java:165)   org.apache.maven.surefire.booter.ProviderFactory.invokeProvider(ProviderFactory.java:85)   org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:115)   org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:75) ",1
